address,suburb,price,bedrooms,bathrooms,garage,landarea,floorarea,buildarea,neareststn,neareststndist,postcode,nearestsch,nearestschdist,nearestschrnk
1 Gidgee Cove,Kenwick,385000,3,2,2,416,141,2015,Madding,1700,6107,REHOBOTH CHRISTIAN COLLEGE,0.781753309,
1 Gilchrist Avenue,Bibra Lake,480000,3,1,2,700,102,1980,Murdoch Station,2300,6163,LEEMING SENIOR HIGH SCHOOL,1.819736512,89
1 Gillespie Court,Lockridge,330000,3,1,5,351,100,2000,Bassendean Station,1900,6054,KIARA COLLEGE,1.580597712,
1 Gillon Road,Noranda,520000,4,2,NULL,752,214,1990,Bayswater Station,4500,6062,HAMPTON SENIOR HIGH SCHOOL,2.196836132,117
1 Giudice Way,Yangebup,885000,4,2,2,641,255,2009,Cockburn Central Station,4700,6164,DIVINE MERCY COLLEGE,1.57992705,
1 Glasson Way,Darch,610000,4,2,2,596,247,2007,Whitfords Station,5500,6065,ASHDALE SECONDARY COLLEGE,0.642499771,75
1 Glebe Close,Mindarie,830000,4,2,2,726,266,2001,Clarkson Station,2500,6030,QUINNS BAPTIST COLLEGE,0.935167539,118
1 Glenelg Street,Mount Hawthorn,825000,4,2,2,325,144,NULL,West Leederville Station,1800,6016,BOLD PARK COMMUNITY SCHOOL,0.812095885,
1 Gloucester Road,Kalamunda,485000,4,2,1,997,179,1970,Madding,10300,6076,KALAMUNDA SENIOR HIGH SCHOOL,1.131607206,107
1 Gloucester Street,Swanbourne,980000,4,2,3,500,180,NULL,Swanbourne Station,915,6010,SCOTCH COLLEGE,0.758930824,24
1 Gold Lane,Iluka,769000,5,2,2,638,323,2005,Currambine Station,2000,6028,PRENDIVILLE CATHOLIC COLLEGE,2.814006509,60
1 Goldsmith Drive,Wellard,900000,4,2,5,2929,346,1998,Wellard Station,1200,6170,THE KING'S COLLEGE,1.347217423,
1 Gordon Place,Huntingdale,410000,3,2,1,675,143,1985,Gosnells Station,2900,6110,SOUTHERN RIVER COLLEGE,1.386782726,121
1 Gorman Place,Calista,475000,4,2,2,559,201,2006,Wellard Station,2200,6167,GILMORE COLLEGE,1.320656152,138
1 Graduate Place,Marangaroo,385000,4,2,1,613,132,1993,Warwick Station,5200,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,1.348773697,
1 Grahame Street,Mount Helena,385000,4,1,2,1635,134,1975,Midland Station,20300,6082,EASTERN HILLS SENIOR HIGH SCHOOL,0.840697792,105
1 Grancey Avenue,Mundaring,650000,2,1,NULL,3675,231,2005,Midland Station,14800,6073,MUNDARING CHRISTIAN COLLEGE,2.204977612,
1 Grant Street,Duncraig,730000,5,2,2,576,183,2012,Greenwood Station,1900,6023,DUNCRAIG SENIOR HIGH SCHOOL,0.898705012,32
1 Gray Road,Gooseberry Hill,560000,5,3,2,2646,270,1990,Midland Station,8200,6076,KALAMUNDA SENIOR HIGH SCHOOL,2.862044866,107
1 Gray Road,Haynes,720000,4,2,2,2000,232,1993,Armadale Station,2900,6112,CECIL ANDREWS COLLEGE,1.083783421,139
1 Green Street,Kewdale,505000,3,1,2,688,132,1986,Queens Park Station,2900,6105,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.534727888,102
1 Greygum Rise,Kenwick,362500,5,2,1,515,153,1998,Madding,1400,6107,REHOBOTH CHRISTIAN COLLEGE,0.959997637,
1 Grid Court,Beldon,487000,3,1,2,685,124,1983,Edgewater Station,1600,6027,BELRIDGE SECONDARY COLLEGE,0.259519226,102
1 Grimsay Road,Ardross,600000,3,1,3,380,95,1970,Canning Bridge Station,2500,6153,APPLECROSS SENIOR HIGH SCHOOL,0.55208455,34
1 Grove End Ridge,Mount Claremont,1675000,4,3,2,1055,299,2000,Claremont Station,1800,6010,JOHN XXIII COLLEGE,0.545365263,8
1 Grove Street,Shoalwater,315000,3,1,1,825,109,1980,Rockingham Station,4600,6169,ROCKINGHAM SENIOR HIGH SCHOOL,2.300003886,
1 Guy Place,Melville,990000,3,2,3,873,156,NULL,Bull Creek Station,4700,6156,MELVILLE SENIOR HIGH SCHOOL,1.021257674,61
1 Hadlow Court,Leeming,428000,4,3,4,803,204,1980,Murdoch Station,1600,6149,LEEMING SENIOR HIGH SCHOOL,0.870366007,89
1 Halleendale Road,Walliston,620000,4,2,NULL,1386,244,1995,Madding,9700,6076,ST BRIGID'S COLLEGE,1.627588919,99
1 Hamlyn Glen,Kiara,405000,3,1,3,975,126,1993,Ashfield Station,3400,6054,KIARA COLLEGE,0.518001268,
1 Hanrahan Loop,Kardinya,643000,4,2,2,701,188,1982,Murdoch Station,4300,6163,NORTH LAKE SENIOR CAMPUS,0.980934566,
1 Hansen Vista,Landsdale,538000,5,2,2,556,212,2006,Greenwood Station,7700,6065,LANDSDALE CHRISTIAN SCHOOL,0.650365382,
1 Hardey Road,Serpentine,375000,4,2,4,2000,127,1995,Warnbro Station,20100,6125,COURT GRAMMAR SCHOOL,11.11406716,
1 Harrier Way,Beldon,395000,3,1,1,461,130,1985,Edgewater Station,559,6027,BELRIDGE SECONDARY COLLEGE,1.155310278,102
1 Hartle Lane,Brookdale,311850,4,2,2,471,154,2014,Armadale Station,1900,6112,ARMADALE SENIOR HIGH SCHOOL,1.21498862,
1 Hartley Street,Coolbellup,499000,4,2,2,613,230,1969,Murdoch Station,5400,6163,SETON CATHOLIC COLLEGE,0.604665643,91
1 Hartwell Parade,Jandakot,620000,4,2,2,815,228,2002,Cockburn Central Station,1900,6164,LAKELAND SENIOR HIGH SCHOOL,0.916090585,
1 Harwood Pass,Darling Downs,660000,5,3,2,4297,269,2004,Armadale Station,4300,6122,ARMADALE SENIOR HIGH SCHOOL,3.49539905,
1 Harwood Street,Hilton,560003,3,2,2,537,175,1953,Fremantle Station,4000,6163,SETON CATHOLIC COLLEGE,1.188337478,91
1 Hazlett Close,South Lake,481000,4,2,1,703,123,1985,Cockburn Central Station,2900,6164,LAKELAND SENIOR HIGH SCHOOL,0.862769856,
1 Hebb Court,Parkerville,635000,3,1,6,20070,160,2001,Midland Station,14800,6081,MUNDARING CHRISTIAN COLLEGE,3.601245646,
1 Henderson Road,Stoneville,430000,3,1,2,2190,120,NULL,Midland Station,16100,6081,MUNDARING CHRISTIAN COLLEGE,2.042246832,
1 Hennessy Drive,Ashby,430000,4,2,2,570,187,2005,Joondalup Station,3200,6065,WANNEROO SECONDARY COLLEGE,3.183963976,131
1 Henrietta Court,Coogee,727000,4,2,2,691,245,1998,Cockburn Central Station,8100,6166,PORT SCHOOL,4.646060583,
1 Henty Court,Mirrabooka,450000,4,1,1,723,187,1985,Warwick Station,6200,6061,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.602731373,35
1 Herbert Road,Subiaco,910000,2,1,1,241,120,NULL,Daglish Station,422,6008,SHENTON COLLEGE,0.866979288,14
1 Heslop Road,Lesmurdie,705000,5,2,3,1000,223,2000,Madding,9400,6076,ST BRIGID'S COLLEGE,0.677286108,99
1 Hewlett Turn,Tapping,470000,4,2,2,594,250,2002,Currambine Station,4600,6065,JOSEPH BANKS SECONDARY COLLEGE,2.104618347,92
1 Hillcrest Drive,Darlington,474000,3,2,3,2851,240,1974,Midland Station,8800,6070,TREETOPS MONTESSORI SCHOOL,1.213863449,
1 Hilliger Turn,Jane Brook,515000,4,2,2,430,168,2015,Midland Station,6400,6056,SWAN VIEW SENIOR HIGH SCHOOL,3.307926502,
1 Hilltop Close,Mahogany Creek,272500,3,1,2,1799,140,1987,Midland Station,13500,6072,MUNDARING CHRISTIAN COLLEGE,3.546323002,
1 Hilltop Place,Edgewater,492500,4,2,NULL,736,197,1987,Edgewater Station,825,6027,MATER DEI COLLEGE,0.83888664,104
1 Hillwater Promenade,Bennett Springs,565000,4,2,2,631,209,NULL,Bassendean Station,4800,6063,KIARA COLLEGE,1.832781512,
1 Hitek Court,Merriwa,280000,4,2,2,599,105,1990,Clarkson Station,3000,6030,QUINNS BAPTIST COLLEGE,0.584669692,118
1 Holmesdale Road,Woodbridge,575000,3,1,2,510,112,1935,Woodbridge Station,366,6056,GOVERNOR STIRLING SENIOR HIGH SCHOOL,0.803934111,130
1 Holywell Street,Middle Swan,495000,4,3,2,500,180,2012,Midland Station,2200,6056,LA SALLE COLLEGE,0.875990036,53
1 Honister Close,Balga,290000,4,1,2,714,132,1984,Warwick Station,4200,6061,BALGA SENIOR HIGH SCHOOL,0.682740154,
1 Hood Street,Forrestfield,365000,3,1,2,700,120,1984,Madding,6200,6058,HERITAGE COLLEGE PERTH,2.04461126,
1 Horsemans View,Roleystone,670000,5,2,7,2783,284,2011,Sherwood Station,7200,6111,SOUTHERN HILLS CHRISTIAN COLLEGE,6.096922304,
1 Hulbert Street,South Fremantle,1200000,4,2,3,455,103,1965,Fremantle Station,2700,6162,FREMANTLE COLLEGE,1.397994251,128
1 Huntington Road,Coogee,910000,3,3,2,706,280,1986,Fremantle Station,7300,6166,PORT SCHOOL,3.625613581,
1 Hydra Close,Rockingham,340000,3,1,2,725,105,1970,Rockingham Station,2600,6168,ROCKINGHAM SENIOR HIGH SCHOOL,0.932562349,
1 Hynes Road,Dalkeith,1800000,4,2,2,1072,233,1985,Claremont Station,1900,6009,METHODIST LADIES' COLLEGE,1.677241544,5
1 INGODA LINK,Baldivis,650000,5,1,NULL,719,278,2013,Warnbro Station,4800,6171,TRANBY COLLEGE,1.405372823,62
1 Ingot Lane,Harrisdale,492000,4,2,2,446,197,2008,Cockburn Central Station,6800,6112,CAREY BAPTIST COLLEGE,0.646108776,62
1 Iona Place,Cannington,543800,4,2,2,527,158,1996,Queens Park Station,526,6107,SEVENOAKS SENIOR COLLEGE,0.488403688,114
1 Irma Way,Butler,360000,4,2,2,568,151,2006,Butler Station,1000,6036,BUTLER COLLEGE,1.021665761,39
1 Ironcap Grove,Wandi,305000,4,2,2,439,185,2015,Kwinana Station,4300,6167,GILMORE COLLEGE,6.035286553,138
1 Ivythorne Grove,Kiara,210000,3,1,2,534,125,1992,Ashfield Station,3400,6054,KIARA COLLEGE,0.534034734,
1 Jacolite Street,Darch,530000,4,2,2,597,211,2006,Greenwood Station,6300,6065,ASHDALE SECONDARY COLLEGE,0.748265069,75
1 Jade Grove,Edgewater,480000,4,2,2,723,185,1982,Edgewater Station,610,6027,MATER DEI COLLEGE,0.740029245,104
1 Jaffa Close,Seville Grove,375000,3,2,2,647,129,1994,Sherwood Station,2500,6112,CECIL ANDREWS COLLEGE,0.762653168,139
1 Jamaican Road,Safety Bay,372500,3,2,1,688,160,1980,Rockingham Station,2500,6169,SAFETY BAY SENIOR HIGH SCHOOL,0.539521904,136
1 Jameson Street,Mosman Park,980000,3,2,2,1140,135,1989,Vic,1200,6012,IONA PRESENTATION COLLEGE,0.922865215,17
1 Jaraba Avenue,Gooseberry Hill,1400000,3,2,1,2819,189,1920,Midland Station,9200,6076,KALAMUNDA SENIOR HIGH SCHOOL,1.78150096,107
1 Jarrah Lane,Mount Claremont,1210000,3,2,2,309,220,2002,Loch Street Station,379,6010,JOHN XXIII COLLEGE,1.180421191,8
1 Jaywick Close,Safety Bay,435000,4,2,NULL,565,214,1997,Rockingham Station,3500,6169,SAFETY BAY SENIOR HIGH SCHOOL,1.347902844,136
1 Jecks Street,Maida Vale,508000,4,2,2,561,199,2003,Midland Station,7500,6057,DARLING RANGE SPORTS COLLEGE,2.209908563,137
1 Jeffrey Loop,Brookdale,315000,4,2,2,330,123,2014,Armadale Station,1800,6112,ARMADALE SENIOR HIGH SCHOOL,1.041252367,
1 Jib Court,Ocean Reef,740000,3,2,NULL,848,215,1989,Edgewater Station,3500,6027,OCEAN REEF SENIOR HIGH SCHOOL,1.175351982,83
1 Jindabyne Street,Hilbert,493000,4,2,2,475,185,NULL,Armadale Station,2300,6112,DALE CHRISTIAN SCHOOL,0.795619919,
1 Johnson Avenue,Guildford,561000,2,1,2,357,151,1900,Guildford Station,428,6055,GUILDFORD GRAMMAR SCHOOL,1.418764951,52
1 Jolimont Terrace,Jolimont,1100000,3,1,1,466,172,1920,Daglish Station,863,6014,SHENTON COLLEGE,1.895207167,14
1 Josbury Corner,Carramar,605000,4,2,2,702,238,NULL,Currambine Station,4600,6031,JOSEPH BANKS SECONDARY COLLEGE,0.984299044,92
1 Jura Court,Duncraig,575000,3,1,1,739,129,1980,Greenwood Station,1700,6023,GREENWOOD COLLEGE,1.241765866,86
1 Jurien Close,Warnbro,301000,4,2,1,714,104,1993,Warnbro Station,965,6169,WARNBRO COMMUNITY HIGH SCHOOL,1.311800134,
1 Kadi Court,Marangaroo,380000,3,1,2,486,116,1990,Warwick Station,4800,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,0.405604556,
1 Kalara Road,Koongamia,350000,3,1,1,692,96,1955,Midland Station,4000,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.1983245,
1 Kalara Way,Koongamia,172000,3,2,1,729,135,2003,Midland Station,3900,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.156922947,
1 Kalbarri Pass,Jane Brook,725000,4,2,2,641,239,2015,Midland Station,6300,6056,SWAN VIEW SENIOR HIGH SCHOOL,3.103587061,
1 Kangaroo Entrance,Stratton,255000,3,1,2,539,90,1994,Midland Station,4900,6056,SWAN CHRISTIAN COLLEGE,2.633813475,93
1 Kartner Road,Tapping,500000,4,2,2,652,191,2006,Currambine Station,4600,6065,JOSEPH BANKS SECONDARY COLLEGE,3.041216733,92
1 Kennack Vista,Atwell,617500,4,2,2,723,226,NULL,Cockburn Central Station,2100,6164,ATWELL COLLEGE,0.515424725,129
1 Kensington Street,Bellevue,520000,3,2,4,837,167,1999,Midland Station,3200,6056,SWAN VIEW SENIOR HIGH SCHOOL,1.61548749,
1 Kent Street,Viveash,300000,3,1,2,850,104,1969,Midland Station,1600,6056,LA SALLE COLLEGE,0.411988195,53
1 Kevin Street,Stoneville,533000,3,1,4,2024,167,1980,Midland Station,17100,6081,MUNDARING CHRISTIAN COLLEGE,2.624946764,
1 Kilmurray Elbow,Huntingdale,415000,4,2,2,600,137,2002,Thornlie Station,4600,6110,SOUTHERN RIVER COLLEGE,2.139057384,121
1 Kinkuna Way,City Beach,1645000,5,4,2,778,333,1974,Glendalough Station,5600,6015,HALE SCHOOL,1.935451945,6
1 Kirkcolm Way,Warwick,655000,4,2,2,702,173,1982,Warwick Station,371,6024,WARWICK SENIOR HIGH SCHOOL,1.627638297,
1 Kirke Cove,Merriwa,307000,4,2,2,462,149,2002,Butler Station,3200,6030,ALKIMOS BAPTIST COLLEGE,0.386834985,
1 Kirkstall Way,Sawyers Valley,405000,2,1,2,1833,109,1981,Midland Station,18700,6074,MUNDARING CHRISTIAN COLLEGE,1.749814367,
1 Knaphill Heights,Mirrabooka,458000,6,2,1,626,136,1989,Warwick Station,7300,6061,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,1.499333773,35
1 Kookaburra Terrace,Ballajura,335000,4,1,4,704,101,1990,Maylands Station,10300,6066,BALLAJURA COMMUNITY COLLEGE,1.07975882,133
1 Kooralbyn Way,Connolly,745000,4,2,2,827,209,NULL,Joondalup Station,1300,6027,LAKE JOONDALUP BAPTIST COLLEGE,0.945354592,80
1 Kutcharo Crescent,Joondalup,451000,3,1,1,729,114,1989,Currambine Station,714,6027,LAKE JOONDALUP BAPTIST COLLEGE,1.578945271,80
1 Kyby Place,Carramar,719000,4,2,2,611,268,2006,Currambine Station,4600,6031,JOSEPH BANKS SECONDARY COLLEGE,0.929005623,92
1 Kyle Place,Swan View,726000,4,3,2,2002,470,1979,Midland Station,6100,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.119756454,
1 Lambeth Mews,Mount Claremont,2150000,5,3,2,1047,375,2000,Claremont Station,2100,6010,JOHN XXIII COLLEGE,0.685840418,8
1 Lanark Street,Menora,875000,2,1,2,660,421,1930,Leederville Station,2600,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.297125739,20
1 Langham Street,Nedlands,1200000,4,2,4,540,213,2012,Shen,1500,6009,SHENTON COLLEGE,1.526827422,14
1 Lark Court,Yangebup,325000,3,1,1,350,137,NULL,Cockburn Central Station,3700,6164,DIVINE MERCY COLLEGE,0.689313841,
1 Lark Mews,Ballajura,550000,3,1,2,812,230,1989,Maylands Station,10500,6066,BALLAJURA COMMUNITY COLLEGE,1.385074807,133
1 Lauder Place,Kinross,525000,4,2,2,628,192,1994,Currambine Station,1600,6028,LAKE JOONDALUP BAPTIST COLLEGE,3.28160996,80
1 Laughton Way,Leeming,577000,3,2,2,329,138,2010,Murdoch Station,1600,6149,WILLETTON SENIOR HIGH SCHOOL,1.211184201,18
1 Lee Street,Forrestfield,305000,3,1,1,363,109,1981,Madding,6600,6058,HERITAGE COLLEGE PERTH,1.664580732,
1 Leigh Court,Marangaroo,410000,3,1,1,474,120,NULL,Warwick Station,3500,6064,GIRRAWHEEN SENIOR HIGH SCHOOL,1.399561138,
1 Lena Street,Beckenham,385000,4,1,1,771,121,1984,Beckenham Station,534,6107,SEVENOAKS SENIOR COLLEGE,1.35216116,114
1 Lennoxtown Road,Duncraig,650000,5,2,1,701,179,1977,Greenwood Station,1700,6023,GREENWOOD COLLEGE,1.094741176,86
1 Letchworth Centre Avenue,Salter Point,1000000,4,1,NULL,1012,255,2003,Canning Bridge Station,1800,6152,AQUINAS COLLEGE,0.766210519,23
1 Librizzi Parade,Sinagra,530000,4,2,2,654,239,2008,Joondalup Station,3500,6065,WANNEROO SECONDARY COLLEGE,2.375086858,131
1 Lilypond Court,Ascot,555000,5,1,2,279,172,1995,Bassendean Station,2500,6104,CYRIL JACKSON SENIOR CAMPUS,1.576298217,
1 Lindeman Heights,Ridgewood,430000,4,2,2,715,190,NULL,Clarkson Station,2600,6030,CLARKSON COMMUNITY HIGH SCHOOL,0.927202753,
1 Linnett Brace,Darch,550000,4,2,2,545,208,2009,Greenwood Station,5300,6065,KINGSWAY CHRISTIAN COLLEGE,0.549411195,50
1 Lintonmarc Drive,Redcliffe,555000,4,2,2,496,169,2000,Ashfield Station,3600,6104,BELMONT CITY COLLEGE,1.912850448,57
1 Litchfield Crescent,Carramar,565000,3,2,2,677,190,2005,Currambine Station,4700,6031,JOSEPH BANKS SECONDARY COLLEGE,1.286087619,92
1 Little Lefroy Lane,South Fremantle,950000,3,2,NULL,270,194,2000,Fremantle Station,1900,6162,FREMANTLE COLLEGE,1.270242671,128
1 Lorient Close,Warnbro,800000,4,2,4,2706,224,1993,Warnbro Station,2100,6169,LIVING WATERS LUTHERAN COLLEGE,1.726958607,51
1 Love Street,Myaree,625000,4,2,NULL,422,149,2001,Bull Creek Station,4000,6154,MELVILLE SENIOR HIGH SCHOOL,0.937249254,61
1 Luhrs Court,Mundaring,675000,4,2,NULL,2000,189,1996,Midland Station,16200,6073,MUNDARING CHRISTIAN COLLEGE,0.99999259,
1 Luke Place,Ascot,580000,4,2,2,462,185,2003,Bassendean Station,2400,6104,CYRIL JACKSON SENIOR CAMPUS,1.529443412,
1 Lundy Cove,Kiara,365000,4,2,1,455,128,1992,Ashfield Station,3700,6054,KIARA COLLEGE,0.240630062,
1 Macdonald Road,Applecross,990000,3,1,4,401,84,1966,Canning Bridge Station,2100,6153,APPLECROSS SENIOR HIGH SCHOOL,2.009498609,34
1 Mackie Place,Midvale,375000,4,2,1,404,121,1998,Midland Station,1700,6056,YOUTH FUTURES COMMUNITY SCHOOL,1.170150835,
1 Maidos Street,Ashfield,358000,3,2,1,450,122,1997,Ashfield Station,521,6054,CYRIL JACKSON SENIOR CAMPUS,0.951161627,
1 MAJORELLE WAY,Eglinton,279500,4,2,NULL,510,231,2015,Butler Station,5000,6034,YANCHEP SECONDARY COLLEGE,5.598316989,
1 Mal Bay Court,Mindarie,660000,4,1,NULL,712,200,1998,Clarkson Station,2400,6030,YOUTH FUTURES COMMUNITY SCHOOL,0.935310037,
1 Malcolm Street,North Beach,1980000,2,2,1,637,114,NULL,Warwick Station,4300,6020,CARINE SENIOR HIGH SCHOOL,2.239538254,47
1 Maley Court,Ashfield,435000,4,2,2,600,129,1996,Ashfield Station,629,6054,CYRIL JACKSON SENIOR CAMPUS,0.6337537,
1 Malibu Entrance,Iluka,1500000,5,4,2,639,467,2003,Currambine Station,2800,6028,PRENDIVILLE CATHOLIC COLLEGE,2.329002118,60
1 Malone Mews,Clarkson,299000,4,2,2,758,154,1996,Clarkson Station,2700,6030,QUINNS BAPTIST COLLEGE,0.374895015,118
1 Manhattan Concourse,Hilbert,445000,3,2,2,302,155,2016,Armadale Station,5100,6112,DALE CHRISTIAN SCHOOL,3.771691812,
1 Mannaw Place,Hillman,315000,4,2,1,709,164,1976,Rockingham Station,388,6168,KOLBE CATHOLIC COLLEGE,1.094105681,97
1 Mannix Pass,Queens Park,500000,4,2,2,441,160,2002,Canning,783,6107,ST NORBERT COLLEGE,0.803939242,42
1 Marconi Street,Morley,650000,3,1,2,801,240,2008,Ashfield Station,2900,6062,HAMPTON SENIOR HIGH SCHOOL,0.263275189,117
1 Mardja Loop,Mardella,270000,4,2,NULL,3030,214,2000,Armadale Station,17400,6125,COURT GRAMMAR SCHOOL,4.341164004,
1 Margaret Road,Secret Harbour,700000,4,2,3,605,250,2007,Warnbro Station,9900,6173,COMET BAY COLLEGE,1.250399678,35
1 Marich Cove,Atwell,442000,3,1,2,652,115,1994,Cockburn Central Station,1000,6164,ATWELL COLLEGE,1.400675865,129
1 Maritana Road,Kallaroo,470000,3,1,2,407,100,1978,Whitfords Station,3400,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.963603171,58
1 Marker Road,Ocean Reef,940250,5,3,2,860,330,1988,Edgewater Station,3500,6027,OCEAN REEF SENIOR HIGH SCHOOL,0.758898161,83
1 Markham Place,Bentley,375000,3,1,3,504,81,1986,Welshpool Station,1300,6102,ST NORBERT COLLEGE,1.771542346,42
1 Maroma Loop,Burns Beach,672500,4,2,2,501,209,2012,Currambine Station,2000,6028,LAKE JOONDALUP BAPTIST COLLEGE,3.447725222,80
1 Martin Avenue,Rivervale,400000,3,1,NULL,363,90,1966,Burswood Station,1700,6103,BELMONT CITY COLLEGE,1.69239497,57
1 Mayhill Place,Craigie,445000,3,2,NULL,684,117,1978,Whitfords Station,2100,6025,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.987985524,58
1 McBain Court,Langford,468000,4,2,2,703,184,1970,Thornlie Station,730,6147,LANGFORD ISLAMIC COLLEGE,1.398161833,85
1 Mcdermott Road,Kwinana Town Centre,145700,3,2,NULL,206,120,2015,Wellard Station,2400,6167,GILMORE COLLEGE,0.526369813,138
1 McKenna Glen,Mount Claremont,1050000,4,2,2,476,201,1992,Loch Street Station,759,6010,JOHN XXIII COLLEGE,0.827593954,8
1 McKenzie Corner,Bertram,470000,4,2,2,646,279,2005,Kwinana Station,2200,6167,THE KING'S COLLEGE,0.769377359,
1 McNairn Cross,Leda,325000,4,2,2,542,150,NULL,Wellard Station,1100,6170,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,1.28405112,
1 Meadow Place,Hocking,360000,3,1,1,680,114,1989,Edgewater Station,3300,6065,WANNEROO SECONDARY COLLEGE,0.849416662,131
1 Meares Avenue,Parmelia,220000,4,2,2,711,118,2013,Wellard Station,2600,6167,GILMORE COLLEGE,0.268128811,138
1 Mears Way,Hilbert,276000,3,2,NULL,332,143,2015,Armadale Station,2300,6112,DALE CHRISTIAN SCHOOL,0.883712803,
1 Medawar Loop,Piara Waters,618000,4,2,NULL,524,202,NULL,Cockburn Central Station,5300,6112,CAREY BAPTIST COLLEGE,2.964235087,62
1 Meldrum Loop,Bedfordale,330000,4,3,NULL,4815,315,NULL,Armadale Station,4500,6112,SOUTHERN HILLS CHRISTIAN COLLEGE,1.576166488,
1 Melissa Street,Duncraig,950000,4,2,2,716,245,1983,Greenwood Station,1800,6023,DUNCRAIG SENIOR HIGH SCHOOL,0.511555278,32
1 Melita Drive,Helena Valley,464000,3,2,2,276,110,2013,Midland Station,3300,6056,YOUTH FUTURES COMMUNITY SCHOOL,3.005241463,
1 Melrose Crescent,Menora,1365000,4,3,3,1317,293,1955,Perth Station,3100,6050,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.917309656,20
1 Memorial Avenue,Baskerville,1500000,3,1,1,54696,100,1974,Midland Station,10200,6056,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.640206935,53
1 Mercer Place,Thornlie,300000,3,1,2,675,90,1975,Thornlie Station,2000,6108,THORNLIE SENIOR HIGH SCHOOL,0.260842116,125
1 Merley Crescent,City Beach,1720000,4,2,2,840,251,NULL,Swanbourne Station,6500,6015,NEWMAN COLLEGE,1.680827296,44
1 Merlot Court,The Vines,455000,4,2,NULL,706,280,1995,Midland Station,15800,6069,HOLY CROSS COLLEGE,3.737519634,98
1 Milina Street,Hillman,278000,3,1,2,780,88,1977,Rockingham Station,609,6168,KOLBE CATHOLIC COLLEGE,0.724888151,97
1 Mingara Avenue,Harrisdale,1200000,4,3,2,753,438,2009,Kelmscott Station,7400,6112,CAREY BAPTIST COLLEGE,0.43917064,62
1 Mission Place,Cooloongup,430000,4,2,2,802,197,1992,Rockingham Station,744,6168,KOLBE CATHOLIC COLLEGE,1.702445206,97
1 Moira Mews,Stratton,365000,4,2,2,568,125,1995,Midland Station,5000,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.756971881,
1 Monarch Way,Wattle Grove,486000,3,2,2,454,150,2012,Madding,5000,6107,REHOBOTH CHRISTIAN COLLEGE,3.18344072,
1 Montana Crescent,Dayton,430000,3,2,2,254,124,2014,Guildford Station,4600,6055,KIARA COLLEGE,3.850674158,
1 Montrose Way,Nollamara,300000,3,1,1,893,98,1992,Stirling Station,3500,6061,DIANELLA SECONDARY COLLEGE,1.681513763,
1 Moody Glen,Palmyra,740000,5,2,2,534,176,1998,Fremantle Station,4000,6157,MELVILLE SENIOR HIGH SCHOOL,1.783510383,61
1 Moseley Drive,The Vines,859000,4,2,4,1638,315,2008,Woodbridge Station,14500,6069,HOLY CROSS COLLEGE,2.155503816,98
1 Mosman Loop,Success,540000,4,2,2,545,199,2010,Cockburn Central Station,3500,6164,ATWELL COLLEGE,2.168173195,129
1 Mottee Road,Bateman,778000,4,2,2,757,182,1982,Murdoch Station,1200,6150,CORPUS CHRISTI COLLEGE,0.383748383,28
1 Mudalla Way,Koongamia,385000,3,1,1,675,91,1959,Midland Station,4200,6056,SWAN VIEW SENIOR HIGH SCHOOL,2.076610013,
1 Mulberry Lane,Mirrabooka,410000,2,1,1,728,83,1988,Warwick Station,6900,6061,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.988504627,35
